headlines,headline_url
"Pertengahan 2023, India Akan Salip China Jadi Negara Terpadat di Dunia",https://www.kompas.com/global/read/2023/04/19/163300170/pertengahan-2023-india-akan-salip-china-jadi-negara-terpadat-di-dunia
"Detik-detik Gedung Parkir 4 Lantai di AS Runtuh, 1 Tewas",https://www.kompas.com/global/read/2023/04/19/160100270/detik-detik-gedung-parkir-4-lantai-di-as-runtuh-1-tewas
"Konflik Sudan Terus Berkecamuk, Kirim Bantuan Hampir Tidak Mungkin, RS Kritis",https://www.kompas.com/global/read/2023/04/19/153100570/konflik-sudan-terus-berkecamuk-kirim-bantuan-hampir-tidak-mungkin-rs
8 Tenaga Medis yang Rawat Diego Maradona Akan Diadili,https://www.kompas.com/global/read/2023/04/19/150200670/8-tenaga-medis-yang-rawat-diego-maradona-akan-diadili
AS dan NATO Waspadai Penggunaan Nuklir Taktis Rusia dalam Perang Ukraina,https://www.kompas.com/global/read/2023/04/19/141500270/as-dan-nato-waspadai-penggunaan-nuklir-taktis-rusia-dalam-perang-ukraina
"Tak Hanya Indonesia, Warga Pakistan Juga Berbondong-bondong Belanja Baju Lebaran",https://www.kompas.com/global/read/2023/04/19/133100970/tak-hanya-indonesia-warga-pakistan-juga-berbondong-bondong-belanja-baju
Australia Selamatkan 11 Nelayan Indonesia yang Terdampar 6 Hari Tanpa Makanan,https://www.kompas.com/global/read/2023/04/19/124600670/australia-selamatkan-11-nelayan-indonesia-yang-terdampar-6-hari-tanpa
"Lebaran di Arab Saudi dan UEA Kemungkinan Jatuh pada Sabtu, Ini Penjelasannya",https://www.kompas.com/global/read/2023/04/19/120100070/lebaran-di-arab-saudi-dan-uea-kemungkinan-jatuh-pada-sabtu-ini
"40 Tahun Dibui di Malaysia, WNI: Staf Penjara Anggap Saya Teman, Bukan Tahanan",https://www.kompas.com/global/read/2023/04/19/112900570/40-tahun-dibui-di-malaysia-wni--staf-penjara-anggap-saya-teman-bukan
"Presiden Brasil Dukung BRICS Punya Mata Uang Sendiri, Ambisi Runtuhkan Dominasi Dollar AS",https://www.kompas.com/global/read/2023/04/19/104500370/presiden-brasil-dukung-brics-punya-mata-uang-sendiri-ambisi-runtuhkan
"Menemukan Al Quran di Old Trafford, Yusuf Oak Berujung Masuk Islam",https://www.kompas.com/global/read/2023/04/19/095900970/menemukan-al-quran-di-old-trafford-yusuf-oak-berujung-masuk-islam
WNI Ini Jadi Napi Terlama yang Huni Penjara Malaysia,https://www.kompas.com/global/read/2023/04/19/091400370/wni-ini-jadi-napi-terlama-yang-huni-penjara-malaysia
PBB Nyatakan Kekhawatiran Setelah AS Disebut Sadap Antonio Guterres,https://www.kompas.com/global/read/2023/04/19/082800770/pbb-nyatakan-kekhawatiran-setelah-as-disebut-sadap-antonio-guterres
Presiden Brasil Perjelas Sikapnya Kutuk Invasi Rusia ke Ukraina,https://www.kompas.com/global/read/2023/04/19/074100670/presiden-brasil-perjelas-sikapnya-kutuk-invasi-rusia-ke-ukraina
WHO Peringatkan Pandemi Covid-19 Masih Fluktuatif,https://www.kompas.com/global/read/2023/04/19/070200670/who-peringatkan-pandemi-covid-19-masih-fluktuatif
"Rangkuman Hari Ke-419 Serangan Rusia ke Ukraina: Putin-Zelensky ke Garis Depan, G7 Peringatkan Negara yang Bantu Rusia",https://www.kompas.com/global/read/2023/04/19/061300370/rangkuman-hari-ke-419-serangan-rusia-ke-ukraina--putin-zelensky-ke-garis
[POPULER GLOBAL] WNI Ditangkap di AS | Temuan Jasad di Roda Pesawat,https://www.kompas.com/global/read/2023/04/19/052600270/-populer-global-wni-ditangkap-di-as-temuan-jasad-di-roda-pesawat
"Karyawan China Menang Undian Unik Perusahaan, Boleh Cuti 365 Hari",https://www.kompas.com/global/read/2023/04/18/220000270/karyawan-china-menang-undian-unik-perusahaan-boleh-cuti-365-hari
"Pria Ini Hamburkan Uang Total Rp 2,9 Miliar ke Jalan Hingga Buat Macet",https://www.kompas.com/global/read/2023/04/18/211500070/pria-ini-hamburkan-uang-total-rp-2-9-miliar-ke-jalan-hingga-buat-macet
Jerman Berusaha Lepas dari Ketergantungan pada China,https://www.kompas.com/global/read/2023/04/18/203300370/jerman-berusaha-lepas-dari-ketergantungan-pada-china
Pornografi Deepfake: Sisi Gelap AI yang Kian Mengkhawatirkan,https://www.kompas.com/global/read/2023/04/18/194500670/pornografi-deepfake--sisi-gelap-ai-yang-kian-mengkhawatirkan
Trump Ungkap Pendapatannya Usai Lengser dari Jabatan Presiden AS,https://www.kompas.com/global/read/2023/04/18/190200970/trump-ungkap-pendapatannya-usai-lengser-dari-jabatan-presiden-as
Perusahaan Lebanon Gugat Istri Najib Razak Rp 225 Miliar karena Hilangkan 43 Perhiasan,https://www.kompas.com/global/read/2023/04/18/181600570/perusahaan-lebanon-gugat-istri-najib-razak-rp-225-miliar-karena-hilangkan
Sejauh Mana Kesiapan Ukraina Balas Serangan Rusia?,https://www.kompas.com/global/read/2023/04/18/173126970/sejauh-mana-kesiapan-ukraina-balas-serangan-rusia
"Dampak Kekeringan Inggris, Populasi Katak Menurun",https://www.kompas.com/global/read/2023/04/18/173000170/dampak-kekeringan-inggris-populasi-katak-menurun
Putin Kunjungi 2 Wilayah Ukraina yang Diklaim Rusia,https://www.kompas.com/global/read/2023/04/18/164500370/putin-kunjungi-2-wilayah-ukraina-yang-diklaim-rusia
Pria 85 Tahun Didakwa Tembak Remaja AS yang Salah Ketuk Pintu Rumahnya,https://www.kompas.com/global/read/2023/04/18/161500670/pria-85-tahun-didakwa-tembak-remaja-as-yang-salah-ketuk-pintu-rumahnya
"Rangkuman Hari Ke-418 Serangan Rusia ke Ukraina: Kara-Murza Dipenjara, Giliran Slovakia Larang Impor",https://www.kompas.com/global/read/2023/04/18/153200570/rangkuman-hari-ke-418-serangan-rusia-ke-ukraina--kara-murza-dipenjara
"India Waspada Gelombang Panas, Suhu Capai 40 Derajat Celsius",https://www.kompas.com/global/read/2023/04/18/144300070/india-waspada-gelombang-panas-suhu-capai-40-derajat-celsius
"Bermimpi ke Amerika, Ratusan Orang India Ditipu Dikirim ke Bali",https://www.kompas.com/global/read/2023/04/18/140900870/bermimpi-ke-amerika-ratusan-orang-india-ditipu-dikirim-ke-bali
Ada Apa di Sudan dan Kenapa Terjadi Perang?,https://www.kompas.com/global/read/2023/04/18/132300970/ada-apa-di-sudan-dan-kenapa-terjadi-perang-
Jasad Penumpang Gelap Ditemukan di Roda Pesawat yang Mendarat di Belanda,https://www.kompas.com/global/read/2023/04/18/114700170/jasad-penumpang-gelap-ditemukan-di-roda-pesawat-yang-mendarat-di-belanda
Bubuk Mesiu Ditemukan di Rumah Tersangka Ledakan Saat PM Jepang Kampanye,https://www.kompas.com/global/read/2023/04/18/110100770/bubuk-mesiu-ditemukan-di-rumah-tersangka-ledakan-saat-pm-jepang-kampanye
Petani Perancis Tingkatkan Hasil Pertanian dengan Pupuk Urine,https://www.kompas.com/global/read/2023/04/18/101400170/petani-perancis-tingkatkan-hasil-pertanian-dengan-pupuk-urine
WNI Ditangkap di Berkeley AS atas Serangkaian Kasus Kekerasan Seksual,https://www.kompas.com/global/read/2023/04/18/094125370/wni-ditangkap-di-berkeley-as-atas-serangkaian-kasus-kekerasan-seksual
AS Tangkap 2 Orang Terkait Pos Polisi Rahasia China di New York,https://www.kompas.com/global/read/2023/04/18/083500570/as-tangkap-2-orang-terkait-pos-polisi-rahasia-china-di-new-york
Tanggapan AS Setelah Disebut Presiden Brasil Dorong Perang di Ukraina,https://www.kompas.com/global/read/2023/04/18/074200870/tanggapan-as-setelah-disebut-presiden-brasil-dorong-perang-di-ukraina
Pasukan Ukraina Berupaya Menyusup ke Wilayah Rusia,https://www.kompas.com/global/read/2023/04/18/065800270/pasukan-ukraina-berupaya-menyusup-ke-wilayah-rusia
China Nyatakan Siap Fasilitasi Pembicaraan Damai Israel-Palestina,https://www.kompas.com/global/read/2023/04/18/061200970/china-nyatakan-siap-fasilitasi-pembicaraan-damai-israel-palestina
[POPULER GLOBAL] Penembakan Alabama | Profil RSF di Sudan,https://www.kompas.com/global/read/2023/04/18/052500470/-populer-global-penembakan-alabama-profil-rsf-di-sudan
"Cerita WNI Puasa di Luar Negeri: 21 Jam di Norwegia, Suasana Berbeda di Chile",https://www.kompas.com/global/read/2023/04/17/223007570/cerita-wni-puasa-di-luar-negeri-21-jam-di-norwegia-suasana-berbeda-di
"Kritik Serangan ke Ukraina, Kritikus Kremlin Kara-Murza Divonis Penjara 25 Tahun, Banjir Kecaman",https://www.kompas.com/global/read/2023/04/17/204246570/kritik-serangan-ke-ukraina-kritikus-kremlin-kara-murza-divonis-penjara-25
Rangkuman Pertemuan Menko Luhut dengan Mendag AS Gina Raimondo dan Dubes Tai,https://www.kompas.com/global/read/2023/04/17/194615670/rangkuman-pertemuan-menko-luhut-dengan-mendag-as-gina-raimondo-dan-dubes
Kata Pakar soal Penyebab Wisman di Bali Berperilaku Negatif Belakangan Ini,https://www.kompas.com/global/read/2023/04/17/190000570/kata-pakar-soal-penyebab-wisman-di-bali-berperilaku-negatif-belakangan
"Hadiri Acara Pemerintah, 11 Warga India Tewas karena Sengatan Matahari",https://www.kompas.com/global/read/2023/04/17/181500270/hadiri-acara-pemerintah-11-warga-india-tewas-karena-sengatan-matahari
"Sudan Bergejolak, KBRI Pastikan WNI Aman",https://www.kompas.com/global/read/2023/04/17/173500470/sudan-bergejolak-kbri-pastikan-wni-aman
Minneapolis Jadi Kota Besar Pertama di AS yang Izinkan Azan Berkumandang 5 Kali Sehari,https://www.kompas.com/global/read/2023/04/17/164300070/minneapolis-jadi-kota-besar-pertama-di-as-yang-izinkan-azan-berkumandang
"Sudah Tewaskan 97 Orang, Bentrok Militer dan Pasukan Paramiliter di Sudan Diminta Dihentikan",https://www.kompas.com/global/read/2023/04/17/160000070/sudah-tewaskan-97-orang-bentrok-militer-dan-pasukan-paramiliter-di-sudan
"Tekan Ketergantungan pada China, Jerman Dukung Pakta Perdagangan dengan Indonesia",https://www.kompas.com/global/read/2023/04/17/151300770/tekan-ketergantungan-pada-china-jerman-dukung-pakta-perdagangan-dengan
"Cerita Flamini Hidup 500 Hari di Goa, Klaim Pecahkan Rekor Dunia",https://www.kompas.com/global/read/2023/04/17/144400870/cerita-flamini-hidup-500-hari-di-goa-klaim-pecahkan-rekor-dunia
"Salah Ketuk Pintu Rumah, Remaja AS Ditembak di Kepala",https://www.kompas.com/global/read/2023/04/17/131800370/salah-ketuk-pintu-rumah-remaja-as-ditembak-di-kepala
Iran Tutup 155 Toko dan Restoran karena Tidak Patuhi Kewajiban Berjilbab,https://www.kompas.com/global/read/2023/04/17/123200570/iran-tutup-155-toko-dan-restoran-karena-tidak-patuhi-kewajiban-berjilbab
Silvio Berlusconi Keluar dari ICU,https://www.kompas.com/global/read/2023/04/17/114600370/silvio-berlusconi-keluar-dari-icu
"Usai China Gelar Latihan Perang, Kapal Perusak AS Berlayar di Selat Taiwan",https://www.kompas.com/global/read/2023/04/17/110100070/usai-china-gelar-latihan-perang-kapal-perusak-as-berlayar-di-selat-taiwan
"Profil RSF, Pasukan Paramiliter Kuat yang Berani Lawan Militer, Coba Rebut Kekuasaan di Sudan",https://www.kompas.com/global/read/2023/04/17/101500870/profil-rsf-pasukan-paramiliter-kuat-yang-berani-lawan-militer-coba-rebut
"Presiden Brasil Usul Bentuk Kelompok Pendamai Perang Rusia-Ukraina, Anggotanya Selain AS dan UE",https://www.kompas.com/global/read/2023/04/17/093100870/presiden-brasil-usul-bentuk-kelompok-pendamai-perang-rusia-ukraina
"Di Tengah Kekurangan Pangan, Korea Utara Rayakan 10.000 Rumah Baru",https://www.kompas.com/global/read/2023/04/17/084500970/di-tengah-kekurangan-pangan-korea-utara-rayakan-10.000-rumah-baru
"Petaka Penembakan Pesta Ulang Tahun di AS, 4 Orang Tewas",https://www.kompas.com/global/read/2023/04/17/080100170/petaka-penembakan-pesta-ulang-tahun-di-as-4-orang-tewas
Mantan Anggota Parlemen India Ditembak Mati Saat Siaran Langsung TV,https://www.kompas.com/global/read/2023/04/17/071500870/mantan-anggota-parlemen-india-ditembak-mati-saat-siaran-langsung-tv
"Rangkuman Hari Ke-417 Serangan Rusia ke Ukraina: Pertempuran Sengit di Bakhmut, Putin Bertemu Menhan China",https://www.kompas.com/global/read/2023/04/17/063100370/rangkuman-hari-ke-417-serangan-rusia-ke-ukraina-pertempuran-sengit-di
[KABAR DUNIA SEPEKAN] Undangan Nikah Minta Tamu Bayar | Pengemis Naik Mobil Mewah,https://www.kompas.com/global/read/2023/04/17/054500570/-kabar-dunia-sepekan-undangan-nikah-minta-tamu-bayar-pengemis-naik-mobil
Kafe di Jepang Pecat Pelayan karena Campur Darahnya Sendiri ke Minuman,https://www.kompas.com/global/read/2023/04/16/224500970/kafe-di-jepang-pecat-pelayan-karena-campur-darahnya-sendiri-ke-minuman
"Pecatur Pria Pakai Burka, Menyamar Jadi Perempuan demi Ikut Turnamen Catur Wanita",https://www.kompas.com/global/read/2023/04/16/220300670/pecatur-pria-pakai-burka-menyamar-jadi-perempuan-demi-ikut-turnamen-catur
Polisi AS Salah Masuk Rumah dan Tembak Mati 1 Orang,https://www.kompas.com/global/read/2023/04/16/211600370/polisi-as-salah-masuk-rumah-dan-tembak-mati-1-orang
Napi di Penjara AS Meninggal Dimakan Serangga dan Kutu Kasur,https://www.kompas.com/global/read/2023/04/16/203500970/napi-di-penjara-as-meninggal-dimakan-serangga-dan-kutu-kasur
Bentrokan Antargeng di Dalam Penjara Ekuador Tewaskan 12 Orang,https://www.kompas.com/global/read/2023/04/16/194500170/bentrokan-antargeng-di-dalam-penjara-ekuador-tewaskan-12-orang
"Tinggalkan PLTN, Jerman Sambut Energi Masa Depan: Hidrogen",https://www.kompas.com/global/read/2023/04/16/190100870/tinggalkan-pltn-jerman-sambut-energi-masa-depan--hidrogen
"China Luncurkan Roket, Puingnya Berjatuhan di Dekat Taiwan",https://www.kompas.com/global/read/2023/04/16/181700570/china-luncurkan-roket-puingnya-berjatuhan-di-dekat-taiwan
Korsel Lepaskan Tembakan Peringatan untuk Kapal Patroli Korea Utara,https://www.kompas.com/global/read/2023/04/16/173100570/korsel-lepaskan-tembakan-peringatan-untuk-kapal-patroli-korea-utara
"Ingin Anaknya Rajin Sekolah dan Jadi Dokter, Orangtua Hadiahkan Mercy Mewah untuk Ulang Tahun ke-5",https://www.kompas.com/global/read/2023/04/16/164500770/ingin-anaknya-rajin-sekolah-dan-jadi-dokter-orangtua-hadiahkan-mercy
"Ingin Balikan, Pemuda Ini Berlutut 21 Jam di Luar Kantor Mantan Pacar",https://www.kompas.com/global/read/2023/04/16/160100570/ingin-balikan-pemuda-ini-berlutut-21-jam-di-luar-kantor-mantan-pacar
"Akhir Era Energi Nuklir di Jerman, 3 Reaktor PLTN yang Tersisa Resmi Dimatikan",https://www.kompas.com/global/read/2023/04/16/151600370/akhir-era-energi-nuklir-di-jerman-3-reaktor-pltn-yang-tersisa-resmi
"Usai Ledakan Bom Asap, PM Jepang Jamin Keamanan KTT G7",https://www.kompas.com/global/read/2023/04/16/143100670/usai-ledakan-bom-asap-pm-jepang-jamin-keamanan-ktt-g7
"UMNO Ajukan Grasi Najib Razak, Bagaimana Posisi Anwar Ibrahim?",https://www.kompas.com/global/read/2023/04/16/134500570/umno-ajukan-grasi-najib-razak-bagaimana-posisi-anwar-ibrahim-
Bos Grup Wagner Sebut Tujuan Rusia Telah Tercapai: Saatnya Akhiri Perang di Ukraina,https://www.kompas.com/global/read/2023/04/16/130100070/bos-grup-wagner-sebut-tujuan-rusia-telah-tercapai--saatnya-akhiri-perang
"UPDATE Kasus PRT Parti Liyani, Putra Mantan Bos Bandara Changi Singapura Dipenjara",https://www.kompas.com/global/read/2023/04/16/121500070/update-kasus-prt-parti-liyani-putra-mantan-bos-bandara-changi-singapura
Klepon dan Angklung Warnai Festival Pelajar di Swedia,https://www.kompas.com/global/read/2023/04/16/113100470/klepon-dan-angklung-warnai-festival-pelajar-di-swedia
"Sudan Mencekam, Tentara dan Pasukan Paramiliter Bentrok Berebut Kekuasaan, 25 Tewas",https://www.kompas.com/global/read/2023/04/16/104500070/sudan-mencekam-tentara-dan-pasukan-paramiliter-bentrok-berebut-kekuasaan
Polandia dan Hongaria Larang Impor Biji-bijian dari Ukraina,https://www.kompas.com/global/read/2023/04/16/100000970/polandia-dan-hongaria-larang-impor-biji-bijian-dari-ukraina
Pesawat Saudi Diserang di Bandara Khartoum Sudan,https://www.kompas.com/global/read/2023/04/16/092006670/pesawat-saudi-diserang-di-bandara-khartoum-sudan
Obrolan Game Online Dianggap Berisiko Bocorkan Data AS,https://www.kompas.com/global/read/2023/04/16/083000970/obrolan-game-online-dianggap-berisiko-bocorkan-data-as
Finlandia Intensifkan Pembangunan Pagar Perbatasan dengan Rusia,https://www.kompas.com/global/read/2023/04/16/074500170/finlandia-intensifkan-pembangunan-pagar-perbatasan-dengan-rusia
Ukraina Tunggu Bantuan Senjata AS Cegah Serangan Terbaru Rusia,https://www.kompas.com/global/read/2023/04/16/070000770/ukraina-tunggu-bantuan-senjata-as-cegah-serangan-terbaru-rusia
"Rangkuman Hari ke-416 Serangan Rusia ke Ukraina: Rusia Hantam Apartemen di Sloviansk, Kondisi Perebutan Bakhmut",https://www.kompas.com/global/read/2023/04/16/061500170/rangkuman-hari-ke-416-serangan-rusia-ke-ukraina--rusia-hantam-apartemen
[UNIK GLOBAL] Salju Turun di Malaysia | Pengemis Buta Naik Mobil Mewah,https://www.kompas.com/global/read/2023/04/16/053000070/-unik-global-salju-turun-di-malaysia-pengemis-buta-naik-mobil-mewah
Perang Ukraina Terkini: Rusia Klaim Rebut Utara dan Selatan Bakhmut,https://www.kompas.com/global/read/2023/04/15/230000270/perang-ukraina-terkini--rusia-klaim-rebut-utara-dan-selatan-bakhmut
Pelajar yang Lempar Telur ke Raja Charles III Dinyatakan Bersalah,https://www.kompas.com/global/read/2023/04/15/223000870/pelajar-yang-lempar-telur-ke-raja-charles-iii-dinyatakan-bersalah
"Covid-19 Kembali, Singapura Diterjang Gelombang Ke-10",https://www.kompas.com/global/read/2023/04/15/220000370/covid-19-kembali-singapura-diterjang-gelombang-ke-10
Bukti Asal Muasal Covid-19 dari Hewan Masih Diperdebatkan,https://www.kompas.com/global/read/2023/04/15/213000270/bukti-asal-muasal-covid-19-dari-hewan-masih-diperdebatkan
Pelajar Jepang yang Telat karena Laporkan Pelecehan Seksual Tak Boleh Dihukum,https://www.kompas.com/global/read/2023/04/15/204500770/pelajar-jepang-yang-telat-karena-laporkan-pelecehan-seksual-tak-boleh
"Rendang Puaskan Peserta Buka Puasa di London: Sangat Enak, Kami Habiskan",https://www.kompas.com/global/read/2023/04/15/193000670/rendang-puaskan-peserta-buka-puasa-di-london--sangat-enak-kami-habiskan
"Pemimpin Grup Wagner Muak Perang di Ukraina, Minta Putin Berhenti",https://www.kompas.com/global/read/2023/04/15/184500470/pemimpin-grup-wagner-muak-perang-di-ukraina-minta-putin-berhenti
Pelempar Bom Asap ke Arah PM Jepang Ditangkap,https://www.kompas.com/global/read/2023/04/15/180000470/pelempar-bom-asap-ke-arah-pm-jepang-ditangkap
171 Korban Tewas dalam Serangan Junta Myanmar di Desa Pazi Gyi,https://www.kompas.com/global/read/2023/04/15/171500470/171-korban-tewas-dalam-serangan-junta-myanmar-di-desa-pazi-gyi
Anjing yang Hilang di Lautan Es Terpencil Australia Kembali Secara Ajaib ke Pemiliknya,https://www.kompas.com/global/read/2023/04/15/163000670/anjing-yang-hilang-di-lautan-es-terpencil-australia-kembali-secara-ajaib
Petaka dari Discord: Kronologi Bocornya Data AS,https://www.kompas.com/global/read/2023/04/15/154500970/petaka-dari-discord--kronologi-bocornya-data-as
Arnold Schwarzenegger Ejek Perusahaan Gas yang Sebabkan Jalan Rusak,https://www.kompas.com/global/read/2023/04/15/150200070/arnold-schwarzenegger-ejek-perusahaan-gas-yang-sebabkan-jalan-rusak
PM Jepang Lanjutkan Kampanye Usai Ledakan Bom Asap di Wakayama,https://www.kompas.com/global/read/2023/04/15/141900970/pm-jepang-lanjutkan-kampanye-usai-ledakan-bom-asap-di-wakayama
"Profil Jack Teixeira, Tersangka Pembocoran Dokumen AS soal Perang Rusia-Ukraina",https://www.kompas.com/global/read/2023/04/15/133300270/profil-jack-teixeira-tersangka-pembocoran-dokumen-as-soal-perang-rusia
Elon Musk Dirikan Perusahaan Kecerdasan Buatan X.AI,https://www.kompas.com/global/read/2023/04/15/115700870/elon-musk-dirikan-perusahaan-kecerdasan-buatan-x.ai
"PM Jepang Aman dari Ledakan di Pelabuhan Wakayama, 1 Orang Ditahan",https://www.kompas.com/global/read/2023/04/15/111100770/pm-jepang-aman-dari-ledakan-di-pelabuhan-wakayama-1-orang-ditahan
BREAKING NEWS: Terjadi Ledakan Sebelum PM Jepang Berpidato di Wakayama,https://www.kompas.com/global/read/2023/04/15/102654670/breaking-news-terjadi-ledakan-sebelum-pm-jepang-berpidato-di-wakayama
Biden akan Umumkan Pencalonan Pilpres AS Segera,https://www.kompas.com/global/read/2023/04/15/100300970/biden-akan-umumkan-pencalonan-pilpres-as-segera
"Rangkuman Hari Ke-415 Serangan Rusia ke Ukraina: Video Tawanan Perang Ukraina Dipenggal, Putin Teken UU Wajib Militer Elektronik",https://www.kompas.com/global/read/2023/04/15/093056670/rangkuman-hari-ke-415-serangan-rusia-ke-ukraina-video-tawanan-perang
China Mengaku Tak Akan Jual Senjata dalam Perang di Ukraina,https://www.kompas.com/global/read/2023/04/15/083100170/china-mengaku-tak-akan-jual-senjata-dalam-perang-di-ukraina
Finlandia Mulai Bangun Pagar di Perbatasan dengan Rusia,https://www.kompas.com/global/read/2023/04/15/075435770/finlandia-mulai-bangun-pagar-di-perbatasan-dengan-rusia
Ukraina Berseru Akan Gunakan Senjata Apa Pun untuk Rebut Kembali Crimea,https://www.kompas.com/global/read/2023/04/15/065800970/ukraina-berseru-akan-gunakan-senjata-apa-pun-untuk-rebut-kembali-crimea
"MK Perancis Setuju Macron Naikkan Usia Pensiun, Serikat Pekerja Siap Turun Jalan Lagi",https://www.kompas.com/global/read/2023/04/15/061527870/mk-perancis-setuju-macron-naikkan-usia-pensiun-serikat-pekerja-siap-turun
[POPULER GLOBAL] Restu Putin Tangkap Jurnalis | Identitas Pembocor Dokumen Rahasia AS,https://www.kompas.com/global/read/2023/04/15/052400870/-populer-global-restu-putin-tangkap-jurnalis-identitas-pembocor-dokumen
"Rusia Ngotot Menyerang, Pasukan Ukraina Mundur dari Bakhmut",https://www.kompas.com/global/read/2023/04/14/222337370/rusia-ngotot-menyerang-pasukan-ukraina-mundur-dari-bakhmut
5 Kaleng Coke dan Borong McDonald's Tiap Hari: Pola Makan Tak Lazim Warren Buffet,https://www.kompas.com/global/read/2023/04/14/213000770/5-kaleng-coke-dan-borong-mcdonald-s-tiap-hari--pola-makan-tak-lazim
"Tingkat Hunian Hotel Makkah Capai 100 persen, Tertinggi Sejak Pandemi",https://www.kompas.com/global/read/2023/04/14/204500170/tingkat-hunian-hotel-makkah-capai-100-persen-tertinggi-sejak-pandemi
"Bunga Utang Kereta Cepat Jakarta-Bandung 3,4 Persen, RI Kena Jebakan Utang China?",https://www.kompas.com/global/read/2023/04/14/195800370/bunga-utang-kereta-cepat-jakarta-bandung-3-4-persen-ri-kena-jebakan-utang
"Seluk Beluk Discord, Aplikasi Obrolan Terkait Kebocoran Data AS",https://www.kompas.com/global/read/2023/04/14/191400170/seluk-beluk-discord-aplikasi-obrolan-terkait-kebocoran-data-as
China Tegaskan Tak Akan Persenjatai Rusia di Perang Ukraina,https://www.kompas.com/global/read/2023/04/14/183000570/china-tegaskan-tak-akan-persenjatai-rusia-di-perang-ukraina
"Visa Ditolak, Orkestra Kenamaan Ukraina Tak Jadi Main di Inggris",https://www.kompas.com/global/read/2023/04/14/174500070/visa-ditolak-orkestra-kenamaan-ukraina-tak-jadi-main-di-inggris
"Ke Beijing, Menlu Jerman Desak China Minta Rusia Hentikan Perang di Ukraina",https://www.kompas.com/global/read/2023/04/14/165800170/ke-beijing-menlu-jerman-desak-china-minta-rusia-hentikan-perang-di
Aktivis Tibet: China Sengaja Diskreditkan Dalai Lama Lewat Skandal,https://www.kompas.com/global/read/2023/04/14/161500070/aktivis-tibet--china-sengaja-diskreditkan-dalai-lama-lewat-skandal
Kim Jong Un Terkait Rudal Baru Korut: Ini Ancaman Ekstrem bagi Barat,https://www.kompas.com/global/read/2023/04/14/153000670/kim-jong-un-terkait-rudal-baru-korut--ini-ancaman-ekstrem-bagi-barat
"Malaysia Gagalkan Upaya Penyelundupan 4,8 Juta Batang Rokok Diduga dari Indonesia",https://www.kompas.com/global/read/2023/04/14/144100970/malaysia-gagalkan-upaya-penyelundupan-4-8-juta-batang-rokok-diduga-dari
"AS-RI Teken Kesepakatan Infrastruktur dan Keuangan Rp 10,2 Triliun, Ini 3 Proyeknya",https://www.kompas.com/global/read/2023/04/14/140000570/as-ri-teken-kesepakatan-infrastruktur-dan-keuangan-rp-102-triliun-ini-3
"Tuai Kritik, Jepang Setujui Pembangunan Kasino Legal Pertama",https://www.kompas.com/global/read/2023/04/14/131400470/tuai-kritik-jepang-setujui-pembangunan-kasino-legal-pertama
Rakyat Molodva Ogah Negaranya Gabung NATO,https://www.kompas.com/global/read/2023/04/14/122900770/rakyat-molodva-ogah-negaranya-gabung-nato
"Kebakaran Landa Peternakan Sapi Texas, 18.000 Ternak Mati",https://www.kompas.com/global/read/2023/04/14/114400070/-kebakaran-landa-peternakan-sapi-texas-18.000-ternak-mati
Jerman Izinkan Polandia Kirim Jet Tempur MiG-29 Tua ke Ukraina,https://www.kompas.com/global/read/2023/04/14/111500170/jerman-izinkan-polandia-kirim-jet-tempur-mig-29-tua-ke-ukraina
"Korea Utara Luncurkan Rudal Berbahan Bakar Padat, Lebih Cepat Serang Musuh",https://www.kompas.com/global/read/2023/04/14/103100070/korea-utara-luncurkan-rudal-berbahan-bakar-padat-lebih-cepat-serang-musuh
Rusia Ancam Tak Perpanjang Kesepakatan Ekspor Gandum via Laut Hitam,https://www.kompas.com/global/read/2023/04/14/094400670/rusia-ancam-tak-perpanjang-kesepakatan-ekspor-gandum-via-laut-hitam
"Penangkapan Jurnalis AS Dapat Restu Langsung dari Putin, Ini Artinya",https://www.kompas.com/global/read/2023/04/14/090100570/penangkapan-jurnalis-as-dapat-restu-langsung-dari-putin-ini-artinya
"FBI Tangkap Pembocor Dokumen Rahasia AS, Ini Identitasnya",https://www.kompas.com/global/read/2023/04/14/080100570/fbi-tangkap-pembocor-dokumen-rahasia-as-ini-identitasnya
"Rangkuman Hari Ke-414 Serangan Rusia ke Ukraina: Saling Klaim soal Bakhmut, Pembocor Dokumen Rahasia AS Kerja di Pangkalan Militer",https://www.kompas.com/global/read/2023/04/14/070100870/rangkuman-hari-ke-414-serangan-rusia-ke-ukraina--saling-klaim-soal
[POPULER GLOBAL] Serbia Bantu Ukraina | Korea Utara Luncurkan Rudal,https://www.kompas.com/global/read/2023/04/14/060100570/-populer-global-serbia-bantu-ukraina-korea-utara-luncurkan-rudal
Iran Kembali Serukan Kemerdekaan Palestina Lewat Peringatan Hari Al-Quds,https://www.kompas.com/global/read/2023/04/13/223100670/iran-kembali-serukan-kemerdekaan-palestina-lewat-peringatan-hari-al-quds
"Polandia Minta Izin Jerman Kirim MiG-29 ke Ukraina, Jet Tempur Canggih pada Masanya",https://www.kompas.com/global/read/2023/04/13/220100670/polandia-minta-izin-jerman-kirim-mig-29-ke-ukraina-jet-tempur-canggih
Dokumen AS yang Bocor Bikin Malu Mesir dan UEA,https://www.kompas.com/global/read/2023/04/13/213100670/dokumen-as-yang-bocor-bikin-malu-mesir-dan-uea
